"Edad","Valor_obt","Valor_ref","Diferencia","Dif_pct"
45,15.5754616156886,11.9010279613607,3.6744336543279,30.8749266555608
60,12.1729963907844,9.58054440979355,2.59245198099087,27.0595476635
90,3.46988668393041,3.17910325435688,0.290783429573534,9.14671233704104
