"Edad","n","Valor_obt","Valor_ref","Diferencia","Dif_pct"
25,55,17.6827297923281,14.5648675597232,3.11786223260488,21.4067324664648
50,30,13.8591823494943,10.7411182881151,3.11806406137916,29.0292312005283
75,5,3.84924216953195,3.61203373979083,0.237208429741119,6.567170929994
